CCC,CUM. INPUT (MU),CUM. DEMAND(MU),CUM. COLLEC. (MU),CUM. AT&C LOSS,CUM. DIST. LOSS,COLL. EFF.,MONTH,YEAR
Raiganj Div Total,509.62,390.62,375.41,26.34%,23.35%,96.11%,6,2025
MALDA REGION,1820.57,1367.64,1362.84,25.14%,24.88%,99.65%,6,2025
U/DINAJPUR REGION,1173.21,930.95,904.24,22.93%,20.65%,97.13%,6,2025
D/DINAJPUR REGION,674.51,491.12,499.89,27.19%,27.19%,100.00%,6,2025
BALURGHAT,95.76,88.87,90.13,7.20%,7.20%,100.00%,7,2025
TAPAN,111.08,48.81,51.28,56.06%,56.06%,100.00%,7,2025
KUMARGUNJ,47.84,39.32,38.88,18.74%,17.81%,98.87%,7,2025
HILI,23.46,21.63,21.21,9.59%,7.80%,98.06%,7,2025
PATIRAM,38.99,29.52,28.97,25.71%,24.29%,98.13%,7,2025
Balurghat Div Total,317.13,228.14,230.47,28.06%,28.06%,100.00%,7,2025
BUNIADPUR,54.95,44.81,45.7,18.46%,18.46%,100.00%,7,2025
KUSHMUNDI,53.57,40.05,40.37,25.24%,25.24%,100.00%,7,2025
HARIRAMPUR,48.03,32,32.34,33.38%,33.38%,100.00%,7,2025
GANGARAMPUR,130.04,77.58,80.95,40.34%,40.34%,100.00%,7,2025
Buniadpur Div Total,286.59,194.44,199.36,32.15%,32.15%,100.00%,7,2025
BHALUKA,70.24,36.06,37.13,48.67%,48.67%,100.00%,7,2025
SAMSI,96.69,60.5,63.84,37.44%,37.44%,100.00%,7,2025
PARANPUR,68.73,40.97,38.49,44.00%,40.39%,93.95%,7,2025
CHANCHAL,66.1,50.62,51.31,23.43%,23.43%,100.00%,7,2025
MALATIPUR,72.22,43.43,45.56,39.86%,39.86%,100.00%,7,2025
H.C. PUR,58.1,44.49,44.7,23.42%,23.42%,100.00%,7,2025
KUSHIDA,47.08,31.37,32.13,33.38%,33.38%,100.00%,7,2025
Chanchal Div Total,479.16,307.43,313.16,35.84%,35.84%,100.00%,7,2025
GAZOLE,104.07,64.89,65.29,37.65%,37.65%,100.00%,7,2025
AIHO,79.2,53.65,50.36,36.42%,32.26%,93.86%,7,2025
PANDUA,40.92,27.59,25.85,36.83%,32.57%,93.68%,7,2025
BAMANGOLA,39.14,33.83,33.27,14.99%,13.57%,98.36%,7,2025
OLD MALDA,113.33,87.7,84.23,25.68%,22.61%,96.04%,7,2025
Gazole Div Total,376.65,267.66,259,31.24%,28.94%,96.76%,7,2025
MATHURAPUR,65.26,49.55,49.01,24.90%,24.08%,98.92%,7,2025
GOLAPGANJ,47.58,40.97,37.29,21.62%,13.89%,91.03%,7,2025
BAISNABNAGAR,44.16,37.13,35.98,18.54%,15.94%,96.91%,7,2025
KALIACHAK,84.62,56.27,54.98,35.03%,33.51%,97.71%,7,2025
MOTHABARI,64.26,48.02,46.5,27.63%,25.27%,96.84%,7,2025
SUJAPUR,90.12,55.13,55.04,38.92%,38.82%,99.83%,7,2025
RATHBARI,113.35,86.11,84.37,25.57%,24.04%,97.98%,7,2025
FULBARI,70.37,66.35,65.88,6.38%,5.72%,99.29%,7,2025
MOKDAMPUR,75.06,64.22,64.05,14.66%,14.43%,99.74%,7,2025
Malda Div Total,654.78,503.73,493.1,24.69%,23.07%,97.89%,7,2025
ISLAMPUR,105.65,73.51,71.38,32.44%,30.42%,97.10%,7,2025
CHOPRA,79.15,47.64,46.7,41.01%,39.82%,98.03%,7,2025
DALKHOLA,42.21,29.16,29.78,30.91%,30.91%,100.00%,7,2025
GOALPOKHAR,70.68,46.53,43.09,39.04%,34.17%,92.60%,7,2025
KANKI,64.49,41.07,39.07,39.42%,36.32%,95.13%,7,2025
Islampur Div Total,362.19,237.9,230.01,36.49%,34.32%,96.68%,7,2025
ITAHAR,103.46,64.09,61.93,40.14%,38.06%,96.64%,7,2025
HEMTABAD,37.37,32.85,31.52,15.65%,12.08%,95.94%,7,2025
KALIAGANJ,88.11,74.52,72.68,17.52%,15.43%,97.52%,7,2025
RAIGANJ,115.3,85.98,81.59,29.24%,25.42%,94.88%,7,2025
BIRNAGAR,87.22,77.26,72.57,16.79%,11.41%,93.93%,7,2025
KARANDEGHI,82.88,57.64,57.13,31.07%,30.46%,99.12%,7,2025
Raiganj Div Total,514.34,392.35,377.41,26.62%,23.72%,96.19%,7,2025
MALDA REGION,1824.281,1376.992,1357.378,25.59%,24.52%,98.58%,7,2025
U/DINAJPUR REGION,1193.52,937.091,913.686,23.45%,21.49%,97.50%,7,2025
D/DINAJPUR REGION,680.544,493.616,500.356,27.47%,27.47%,100.00%,7,2025
BALURGHAT,95.47,88.97,89.33,6.81%,6.81%,100.00%,8,2025
TAPAN,111.73,49.66,51.56,55.56%,55.56%,100.00%,8,2025
KUMARGUNJ,48.44,39.74,38.34,20.85%,17.95%,96.47%,8,2025
HILI,23.57,21.63,21.2,10.05%,8.24%,98.03%,8,2025
PATIRAM,39.34,29.59,28.97,26.37%,24.79%,97.90%,8,2025
Balurghat Div Total,318.54,229.58,229.39,27.99%,27.93%,99.92%,8,2025
BUNIADPUR,56.15,45.23,46.33,19.46%,19.46%,100.00%,8,2025
KUSHMUNDI,54.15,40.74,40.94,24.77%,24.77%,100.00%,8,2025
HARIRAMPUR,48.52,32.55,32.63,32.91%,32.91%,100.00%,8,2025
GANGARAMPUR,131.26,76.7,81.15,41.56%,41.56%,100.00%,8,2025
Buniadpur Div Total,290.09,195.22,201.04,32.70%,32.70%,100.00%,8,2025
BHALUKA,70.45,36.3,37.64,48.48%,48.48%,100.00%,8,2025
SAMSI,96.19,61.4,64.13,36.17%,36.17%,100.00%,8,2025
PARANPUR,69.17,41.05,39.62,42.72%,40.66%,96.52%,8,2025
CHANCHAL,65.84,51.12,52.25,22.36%,22.36%,100.00%,8,2025
MALATIPUR,71.52,43.7,46.42,38.90%,38.90%,100.00%,8,2025
H.C. PUR,58.84,45.14,45.65,23.28%,23.28%,100.00%,8,2025
KUSHIDA,48.03,32.01,33.06,33.34%,33.34%,100.00%,8,2025
Chanchal Div Total,480.03,310.71,318.75,35.27%,35.27%,100.00%,8,2025
GAZOLE,103.92,65.42,65.95,37.05%,37.05%,100.00%,8,2025
AIHO,78.79,53.9,50.89,35.41%,31.59%,94.43%,8,2025
PANDUA,40.13,27.79,26.24,34.61%,30.74%,94.42%,8,2025
BAMANGOLA,38.92,33.99,33.78,13.22%,12.68%,99.38%,8,2025
OLD MALDA,112.76,88.32,84.84,24.76%,21.68%,96.06%,8,2025
Gazole Div Total,374.53,269.42,261.71,30.12%,28.06%,97.14%,8,2025
MATHURAPUR,66.43,50.23,50.14,24.53%,24.38%,99.81%,8,2025
GOLAPGANJ,47.56,41.77,38.2,19.68%,12.18%,91.46%,8,2025
BAISNABNAGAR,44.33,37.36,36.79,17.02%,15.74%,98.49%,8,2025
KALIACHAK,84.14,56.85,56.18,33.24%,32.43%,98.81%,8,2025
MOTHABARI,63.82,48.55,47.55,25.50%,23.92%,97.93%,8,2025
SUJAPUR,89.46,55.65,55.72,37.80%,37.80%,100.00%,8,2025
RATHBARI,112.09,86.13,84.43,24.67%,23.16%,98.03%,8,2025
FULBARI,69.54,66.25,66.2,4.80%,4.74%,99.93%,8,2025
MOKDAMPUR,74.82,64.29,63.58,15.02%,14.07%,98.90%,8,2025
Malda Div Total,652.2,507.07,498.79,23.52%,22.25%,98.37%,8,2025
ISLAMPUR,108.12,74.21,72.07,33.34%,31.36%,97.12%,8,2025
CHOPRA,80.3,47.09,46.82,41.69%,41.36%,99.44%,8,2025
DALKHOLA,42.21,29.55,30.26,29.98%,29.98%,100.00%,8,2025
GOALPOKHAR,71.86,47.09,43.21,39.87%,34.47%,91.76%,8,2025
KANKI,64.87,41.49,39.83,38.61%,36.05%,96.01%,8,2025
Islampur Div Total,367.35,239.42,232.2,36.79%,34.82%,96.98%,8,2025
ITAHAR,104.71,64.79,63.08,39.76%,38.13%,97.36%,8,2025
HEMTABAD,37.71,33.08,31.85,15.55%,12.29%,96.29%,8,2025
KALIAGANJ,88.08,74.93,73.09,17.02%,14.94%,97.55%,8,2025
RAIGANJ,115.03,86.33,81.79,28.90%,24.95%,94.74%,8,2025
BIRNAGAR,87.08,77.1,72.5,16.75%,11.46%,94.03%,8,2025
KARANDEGHI,83.55,57.87,57.93,30.73%,30.73%,100.00%,8,2025
Raiganj Div Total,516.17,394.09,380.23,26.34%,23.65%,96.48%,8,2025
MALDA REGION,1820.92,1388.13,1373.93,24.55%,23.77%,98.98%,8,2025
U/DINAJPUR REGION,1202.35,943.6,922.86,23.25%,21.52%,97.80%,8,2025
D/DINAJPUR REGION,685.59,496.78,501.67,27.54%,27.54%,100.00%,8,2025
BALURGHAT,95.61,89.11,88.98,6.94%,6.80%,99.85%,9,2025
TAPAN,48.71,39.82,38.26,21.45%,18.26%,96.09%,9,2025
KUMARGUNJ,110.81,49.94,52.01,54.93%,54.93%,100.00%,9,2025
HILI,23.78,21.79,21.39,10.05%,8.36%,98.16%,9,2025
PATIRAM,39.46,29.89,28.97,26.60%,24.25%,96.90%,9,2025
Balurghat Div Total,318.37,230.56,229.6,27.88%,27.58%,99.59%,9,2025
BUNIADPUR,56.17,45.76,46.8,18.53%,18.53%,100.00%,9,2025
KUSHMUNDI,54.47,41.21,41.66,24.33%,24.33%,100.00%,9,2025
HARIRAMPUR,47.99,32.66,32.49,32.30%,31.94%,99.48%,9,2025
GANGARAMPUR,131.5,78.03,80.43,40.66%,40.66%,100.00%,9,2025
Buniadpur Div Total,290.12,197.67,201.39,31.87%,31.87%,100.00%,9,2025
BHALUKA,71.58,36.82,38.3,48.56%,48.56%,100.00%,9,2025
SAMSI,95.56,62.4,64.8,34.70%,34.70%,100.00%,9,2025
PARANPUR,70.17,41.71,39.83,43.23%,40.56%,95.50%,9,2025
CHANCHAL,64.79,51.4,52.07,20.67%,20.67%,100.00%,9,2025
MALATIPUR,70.69,44.03,47.11,37.72%,37.72%,100.00%,9,2025
H.C. PUR,59.16,45.33,45.4,23.37%,23.37%,100.00%,9,2025
KUSHIDA,48.68,32.26,33.46,33.73%,33.73%,100.00%,9,2025
Chanchal Div Total,480.63,313.96,320.97,34.68%,34.68%,100.00%,9,2025
GAZOLE,103.42,65.85,66.33,36.33%,36.33%,100.00%,9,2025
AIHO,79.71,53.3,50,37.27%,33.14%,93.82%,9,2025
PANDUA,39.58,27.83,26.23,33.73%,29.70%,94.27%,9,2025
BAMANGOLA,112.31,88.28,83.97,25.23%,21.40%,95.12%,9,2025
OLD MALDA,39.25,34.11,33.91,13.60%,13.10%,99.43%,9,2025
Gazole Div Total,374.27,269.36,260.45,30.41%,28.03%,96.69%,9,2025
MATHURAPUR,67.53,51.53,51.5,23.74%,23.69%,99.93%,9,2025
GOLAPGANJ,47.93,42.07,38.42,19.84%,12.23%,91.32%,9,2025
BAISNABNAGAR,44.32,37.79,37.3,15.84%,14.73%,98.69%,9,2025
KALIACHAK,84.15,57.41,56.78,32.52%,31.78%,98.91%,9,2025
MOTHABARI,64.14,49.13,48.17,24.90%,23.41%,98.06%,9,2025
SUJAPUR,90.33,56.38,56.26,37.72%,37.58%,99.78%,9,2025
RATHBARI,111.38,86.03,84.2,24.41%,22.77%,97.88%,9,2025
FULBARI,69.22,66.1,65.5,5.37%,4.50%,99.09%,9,2025
MOKDAMPUR,75.41,63.87,62.79,16.75%,15.30%,98.30%,9,2025
Malda Div Total,654.41,510.31,500.92,23.46%,22.02%,98.16%,9,2025
ISLAMPUR,108.86,74.94,72.07,33.79%,31.16%,96.17%,9,2025
CHOPRA,80.88,47.66,46.87,42.05%,41.08%,98.35%,9,2025
DALKHOLA,41.87,29.65,30.26,29.18%,29.18%,100.00%,9,2025
GOALPOKHAR,72.38,47.84,43.49,39.92%,33.89%,90.89%,9,2025
KANKI,64.86,41.99,39.74,38.74%,35.26%,94.64%,9,2025
Islampur Div Total,368.85,242.08,232.42,36.99%,34.37%,96.01%,9,2025
ITAHAR,104.61,64.93,63.37,39.43%,37.93%,97.59%,9,2025
HEMTABAD,38.12,33.39,31.69,16.86%,12.41%,94.92%,9,2025
KALIAGANJ,87.7,75.12,73.37,16.35%,14.35%,97.67%,9,2025
RAIGANJ,114.88,86.69,81.01,29.48%,24.53%,93.44%,9,2025
BIRNAGAR,86.82,77.54,71.93,17.15%,10.69%,92.77%,9,2025
KARANDEGHI,83.5,58.1,57.51,31.13%,30.42%,98.99%,9,2025
Raiganj Div Total,515.63,395.76,378.88,26.52%,23.25%,95.73%,9,2025
MALDA REGION,1817.64,1385.33,1373.57,24.43%,23.78%,99.15%,9,2025
U/DINAJPUR REGION,1207.34,949.67,922.99,23.55%,21.34%,97.19%,9,2025
D/DINAJPUR REGION,688,501.44,503.73,27.12%,27.12%,100.00%,9,2025
BALURGHAT,96.19,89.18,89.25,7.29%,7.29%,100.00%,10,2025
TAPAN,110.63,50.26,52.12,54.57%,54.57%,100.00%,10,2025
KUMARGUNJ,49.02,39.95,38.53,21.40%,18.50%,96.44%,10,2025
HILI,24.11,21.84,21.58,10.50%,9.43%,98.82%,10,2025
PATIRAM,39.83,30.15,29.25,26.56%,24.30%,97.01%,10,2025
Balurghat Div Total,319.78,231.38,230.73,27.85%,27.65%,99.72%,10,2025
BUNIADPUR,56.05,45.75,47.15,18.38%,18.38%,100.00%,10,2025
KUSHMUNDI,54.92,41.6,42.01,24.25%,24.25%,100.00%,10,2025
HARIRAMPUR,48.05,32.79,32.68,31.98%,31.75%,99.65%,10,2025
GANGARAMPUR,132.48,78.65,81.11,40.63%,40.63%,100.00%,10,2025
Buniadpur Div Total,291.49,198.79,202.94,31.80%,31.80%,100.00%,10,2025
BHALUKA,73.41,37.3,38.41,49.19%,49.19%,100.00%,10,2025
SAMSI,97,63.34,66.41,34.71%,34.71%,100.00%,10,2025
PARANPUR,71.72,42.45,41.24,42.50%,40.81%,97.15%,10,2025
CHANCHAL,65.75,52.02,53.11,20.89%,20.89%,100.00%,10,2025
MALATIPUR,72,44.82,48.01,37.75%,37.75%,100.00%,10,2025
H.C. PUR,60.69,45.67,46.02,24.74%,24.74%,100.00%,10,2025
KUSHIDA,49.51,32.72,34.03,33.92%,33.92%,100.00%,10,2025
Chanchal Div Total,490.08,318.31,327.23,35.05%,35.05%,100.00%,10,2025
GAZOLE,104.45,66.31,66.46,36.51%,36.51%,100.00%,10,2025
AIHO,82.1,53.62,50.46,38.54%,34.69%,94.11%,10,2025
PANDUA,39.78,28.08,26.44,33.54%,29.42%,94.17%,10,2025
BAMANGOLA,39.79,34.44,34.37,13.63%,13.45%,99.79%,10,2025
OLD MALDA,113.26,88.92,85.26,24.72%,21.50%,95.89%,10,2025
Gazole Div Total,379.38,271.37,262.99,30.68%,28.47%,96.91%,10,2025
MATHURAPUR,69.56,52.64,52.15,25.03%,24.32%,99.06%,10,2025
GOLAPGANJ,48.77,42.38,38.96,20.12%,13.10%,91.93%,10,2025
BAISNABNAGAR,44.17,38.19,37.6,14.88%,13.54%,98.46%,10,2025
KALIACHAK,85.11,58.01,57.28,32.70%,31.84%,98.75%,10,2025
MOTHABARI,64.97,49.7,48.21,25.80%,23.50%,96.99%,10,2025
SUJAPUR,91.36,57.04,56.79,37.84%,37.56%,99.56%,10,2025
RATHBARI,111.41,85.98,84.11,24.51%,22.82%,97.82%,10,2025
FULBARI,69.33,66.01,65.77,5.12%,4.79%,99.65%,10,2025
MOKDAMPUR,76.15,64.03,63.08,17.17%,15.92%,98.52%,10,2025
Malda Div Total,660.83,513.98,503.95,23.74%,22.22%,98.05%,10,2025
ISLAMPUR,110.38,76.62,72.06,34.72%,30.59%,94.04%,10,2025
CHOPRA,81.28,48.45,46.78,42.44%,40.39%,96.56%,10,2025
DALKHOLA,42.07,29.95,30.25,28.81%,28.81%,100.00%,10,2025
GOALPOKHAR,73.5,48.7,43.39,40.97%,33.74%,89.09%,10,2025
KANKI,65.22,42.27,39.56,39.35%,35.20%,93.59%,10,2025
Islampur Div Total,372.46,245.99,232.03,37.70%,33.96%,94.33%,10,2025
ITAHAR,106.03,65.41,63.61,40.01%,38.32%,97.25%,10,2025
HEMTABAD,38.9,33.69,31.94,17.90%,13.41%,94.81%,10,2025
KALIAGANJ,88.24,75.42,73.15,17.10%,14.53%,96.99%,10,2025
RAIGANJ,116.11,87.5,81.16,30.10%,24.64%,92.75%,10,2025
BIRNAGAR,88.57,78.09,72.29,18.39%,11.83%,92.56%,10,2025
KARANDEGHI,84.76,58.48,57.71,31.91%,31.01%,98.69%,10,2025
Raiganj Div Total,522.62,398.59,379.85,27.32%,23.73%,95.30%,10,2025
MALDA REGION,1838.37,1397.34,1387.47,24.53%,23.99%,99.29%,10,2025
U/DINAJPUR REGION,1217.06,957.03,924.13,24.07%,21.37%,96.56%,10,2025
D/DINAJPUR REGION,691.07,504.55,507.27,26.99%,26.99%,100.00%,10,2025
BALURGHAT,96.76,89.18,89.62,7.83%,7.83%,100.00%,11,2025
TAPAN,112.29,50.76,53.05,54.79%,54.79%,100.00%,11,2025
KUMARGUNJ,49.56,40.17,38.54,22.24%,18.95%,95.94%,11,2025
HILI,24.4,21.99,21.43,12.15%,9.85%,97.44%,11,2025
PATIRAM,40.2,30.22,29.79,25.89%,24.83%,98.59%,11,2025
Balurghat Div Total,323.21,232.32,232.42,28.12%,28.12%,100.00%,11,2025
BUNIADPUR,56.97,45.95,47.57,19.34%,19.34%,100.00%,11,2025
KUSHMUNDI,55.64,41.85,41.83,24.82%,24.78%,99.96%,11,2025
HARIRAMPUR,48.89,32.84,32.95,32.83%,32.83%,100.00%,11,2025
GANGARAMPUR,133.58,79,82.34,40.86%,40.86%,100.00%,11,2025
Buniadpur Div Total,295.08,199.64,204.69,32.34%,32.34%,100.00%,11,2025
BHALUKA,73.21,37.7,38.87,48.50%,48.50%,100.00%,11,2025
SAMSI,97.52,63.67,67.07,34.71%,34.71%,100.00%,11,2025
PARANPUR,72.47,43.22,42.12,41.89%,40.37%,97.46%,11,2025
CHANCHAL,66.5,51.91,53.66,21.94%,21.94%,100.00%,11,2025
MALATIPUR,72.15,45.37,48.25,37.13%,37.13%,100.00%,11,2025
H.C. PUR,61.47,46.07,46.21,25.06%,25.06%,100.00%,11,2025
KUSHIDA,50.02,33.16,34.36,33.70%,33.70%,100.00%,11,2025
Chanchal Div Total,493.34,321.09,330.53,34.92%,34.92%,100.00%,11,2025
GAZOLE,106.21,66.89,67.33,37.02%,37.02%,100.00%,11,2025
AIHO,84.38,55.38,51.24,39.28%,34.37%,92.52%,11,2025
PANDUA,40.35,28.25,26.98,33.15%,29.99%,95.50%,11,2025
BAMANGOLA,40.27,34.72,34.51,14.30%,13.77%,99.39%,11,2025
OLD MALDA,114.31,89.18,86.38,24.43%,21.99%,96.86%,11,2025
Gazole Div Total,385.53,274.42,266.43,30.89%,28.82%,97.09%,11,2025
MATHURAPUR,70.2,53.63,53.14,24.31%,23.61%,99.09%,11,2025
GOLAPGANJ,49.13,42.61,39.44,19.73%,13.27%,92.55%,11,2025
BAISNABNAGAR,44.44,38.58,38.31,13.80%,13.19%,99.30%,11,2025
KALIACHAK,85.55,58.44,57.93,32.28%,31.69%,99.13%,11,2025
MOTHABARI,65.48,49.93,48.13,26.50%,23.75%,96.39%,11,2025
SUJAPUR,92.16,57.41,56.38,38.82%,37.70%,98.21%,11,2025
RATHBARI,111.26,86.02,85.07,23.54%,22.69%,98.90%,11,2025
FULBARI,69.23,65.8,65.46,5.44%,4.96%,99.49%,11,2025
MOKDAMPUR,76.68,63.85,63.43,17.29%,16.73%,99.33%,11,2025
Malda Div Total,664.13,516.27,507.28,23.62%,22.27%,98.26%,11,2025
ISLAMPUR,111.28,77.44,72.51,34.84%,30.41%,93.63%,11,2025
CHOPRA,81.8,48.79,46.82,42.76%,40.36%,95.98%,11,2025
DALKHOLA,42.08,30,30.73,28.71%,28.71%,100.00%,11,2025
GOALPOKHAR,74.48,49.35,44.44,40.33%,33.74%,90.06%,11,2025
KANKI,65.44,42.28,39.89,39.04%,35.39%,94.34%,11,2025
Islampur Div Total,375.07,247.85,234.39,37.51%,33.92%,94.57%,11,2025
ITAHAR,108.02,65.33,63.79,40.95%,39.52%,97.65%,11,2025
HEMTABAD,39.45,33.95,32.58,17.41%,13.95%,95.97%,11,2025
KALIAGANJ,88.79,75.15,73.67,17.03%,15.36%,98.03%,11,2025
RAIGANJ,117.05,87.66,81.77,30.14%,25.11%,93.28%,11,2025
BIRNAGAR,89.92,77.74,72.51,19.36%,13.55%,93.27%,11,2025
KARANDEGHI,85.76,58.96,58.94,31.27%,31.24%,99.96%,11,2025
Raiganj Div Total,529,398.79,383.27,27.55%,24.61%,96.11%,11,2025
MALDA REGION,1849.49,1407,1400.5,24.28%,23.93%,99.54%,11,2025
U/DINAJPUR REGION,1223.05,958.18,928.4,24.09%,21.66%,96.89%,11,2025
D/DINAJPUR REGION,697.43,506.86,511.82,27.32%,27.32%,100.00%,11,2025
BALURGHAT,96.52,89.07,93.06,7.72%,7.72%,100.00%,12,2025
TAPAN,111.87,51.21,54.3,54.23%,54.23%,100.00%,12,2025
KUMARGUNJ,49.58,40.41,40.38,18.57%,18.50%,99.92%,12,2025
HILI,24.5,21.95,21.89,10.66%,10.43%,99.74%,12,2025
PATIRAM,40.22,30.09,30.46,25.18%,25.18%,100.00%,12,2025
Balurghat Div Total,322.7,232.73,240.09,27.88%,27.88%,100.00%,12,2025
BUNIADPUR,56.71,46.04,49.27,18.82%,18.82%,100.00%,12,2025
KUSHMUNDI,55.62,42.08,42.86,24.33%,24.33%,100.00%,12,2025
HARIRAMPUR,48.59,33.38,33.82,31.31%,31.31%,100.00%,12,2025
GANGARAMPUR,133.47,79.16,84.91,40.69%,40.69%,100.00%,12,2025
Buniadpur Div Total,294.39,200.65,210.86,31.84%,31.84%,100.00%,12,2025
BHALUKA,72.29,38.16,39.61,47.21%,47.21%,100.00%,12,2025
SAMSI,97.37,64.25,68.6,34.01%,34.01%,100.00%,12,2025
PARANPUR,71.91,43.7,43.31,39.77%,39.22%,99.10%,12,2025
CHANCHAL,65.99,52.23,54.25,20.84%,20.84%,100.00%,12,2025
MALATIPUR,71.45,46.45,49.5,34.99%,34.99%,100.00%,12,2025
H.C. PUR,61.25,46.48,46.75,24.12%,24.12%,100.00%,12,2025
KUSHIDA,49.8,33.52,35.03,32.69%,32.69%,100.00%,12,2025
Chanchal Div Total,490.06,324.8,337.04,33.72%,33.72%,100.00%,12,2025
GAZOLE,105.61,67.74,68.04,35.86%,35.86%,100.00%,12,2025
AIHO,84.21,56.15,51.75,38.54%,33.32%,92.18%,12,2025
PANDUA,40.16,28.37,27.2,32.27%,29.37%,95.89%,12,2025
BAMANGOLA,40.19,34.91,35.02,13.16%,13.16%,100.00%,12,2025
OLD MALDA,113.58,88.38,86.05,24.24%,22.18%,97.36%,12,2025
Gazole Div Total,383.75,275.54,268.06,30.15%,28.20%,97.28%,12,2025
MATHURAPUR,69.94,53.99,54.88,22.81%,22.81%,100.00%,12,2025
GOLAPGANJ,48.82,42.57,39.91,18.24%,12.80%,93.76%,12,2025
BAISNABNAGAR,45.34,38.94,38.96,14.13%,14.13%,100.00%,12,2025
KALIACHAK,85.28,58.94,59.39,30.89%,30.89%,100.00%,12,2025
MOTHABARI,65.23,50.42,48.91,25.02%,22.71%,97.01%,12,2025
SUJAPUR,92,57.91,57.4,37.61%,37.05%,99.12%,12,2025
RATHBARI,110.55,86.37,86.63,21.87%,21.87%,100.00%,12,2025
FULBARI,68.62,65.9,66.72,3.97%,3.97%,100.00%,12,2025
MOKDAMPUR,76.25,63.67,64.59,16.50%,16.50%,100.00%,12,2025
Malda Div Total,662.04,518.7,517.39,21.85%,21.65%,99.75%,12,2025
ISLAMPUR,111.19,79.12,74.09,33.36%,28.84%,93.65%,12,2025
CHOPRA,81.81,48.65,46.99,42.56%,40.53%,96.59%,12,2025
DALKHOLA,41.72,30.13,31.34,27.79%,27.79%,100.00%,12,2025
GOALPOKHAR,74.45,49.75,45.35,39.09%,33.18%,91.15%,12,2025
KANKI,65.11,42.6,40.82,37.30%,34.57%,95.84%,12,2025
Islampur Div Total,374.28,250.24,238.59,36.25%,33.14%,95.35%,12,2025
ITAHAR,107.83,66.09,65.83,38.95%,38.71%,99.61%,12,2025
HEMTABAD,39.4,33.82,33.05,16.12%,14.18%,97.73%,12,2025
KALIAGANJ,88.59,74.74,74.18,16.27%,15.64%,99.25%,12,2025
RAIGANJ,116.6,87.79,85.47,26.69%,24.71%,97.37%,12,2025
BIRNAGAR,89.99,78.48,74.66,17.04%,12.79%,95.13%,12,2025
KARANDEGHI,85.52,59.72,60.47,30.18%,30.18%,100.00%,12,2025
Raiganj Div Total,527.94,400.64,393.66,25.43%,24.11%,98.26%,12,2025
MALDA REGION,1840.43,1416.85,1422.75,23.02%,23.02%,100.00%,12,2025
U/DINAJPUR REGION,1215.59,959.78,940.47,22.63%,21.04%,97.99%,12,2025
D/DINAJPUR REGION,694.81,508.55,526.33,26.81%,26.81%,100.00%,12,2025
BALURGHAT,96.6,89.53,92.85,7.31%,7.31%,100.00%,1,2026
TAPAN,111.7,51.42,54.63,53.96%,53.96%,100.00%,1,2026
KUMARGUNJ,49.67,40.46,40.56,18.54%,18.54%,100.00%,1,2026
HILI,24.72,22.06,21.9,11.40%,10.74%,99.26%,1,2026
PATIRAM,40.38,30.23,30.43,25.15%,25.15%,100.00%,1,2026
Balurghat Div Total,323.07,233.71,240.37,27.66%,27.66%,100.00%,1,2026
BUNIADPUR,56.72,46.39,48.74,18.20%,18.20%,100.00%,1,2026
KUSHMUNDI,55.58,42.21,42.65,24.04%,24.04%,100.00%,1,2026
HARIRAMPUR,48.53,33.86,33.71,30.54%,30.23%,99.56%,1,2026
GANGARAMPUR,133.71,79.84,85.1,40.29%,40.29%,100.00%,1,2026
Buniadpur Div Total,294.54,202.3,210.2,31.31%,31.31%,100.00%,1,2026
BHALUKA,72.19,38.4,39.38,46.80%,46.80%,100.00%,1,2026
SAMSI,96.79,65.01,69.08,32.83%,32.83%,100.00%,1,2026
PARANPUR,70.76,43.99,44.34,37.83%,37.83%,100.00%,1,2026
CHANCHAL,66.26,52.71,54.58,20.45%,20.45%,100.00%,1,2026
MALATIPUR,70.96,46.92,50.19,33.88%,33.88%,100.00%,1,2026
H.C. PUR,61.73,46.84,47.09,24.13%,24.13%,100.00%,1,2026
KUSHIDA,49.82,33.87,35,32.02%,32.02%,100.00%,1,2026
Chanchal Div Total,488.51,327.74,339.65,32.91%,32.91%,100.00%,1,2026
GAZOLE,104.57,68.07,69.89,34.91%,34.91%,100.00%,1,2026
AIHO,84.45,57.17,53.16,37.05%,32.31%,93.00%,1,2026
PANDUA,40.23,28.49,27.34,32.04%,29.17%,95.96%,1,2026
BAMANGOLA,40.28,35.3,35.34,12.37%,12.37%,100.00%,1,2026
OLD MALDA,112.66,88.87,87.31,22.50%,21.12%,98.25%,1,2026
Gazole Div Total,382.19,277.89,273.05,28.56%,27.29%,98.26%,1,2026
MATHURAPUR,69.07,54.76,56.35,20.72%,20.72%,100.00%,1,2026
GOLAPGANJ,47.96,42.72,39.99,16.62%,10.92%,93.59%,1,2026
BAISNABNAGAR,44.57,39.27,38.75,13.05%,11.89%,98.69%,1,2026
KALIACHAK,84.01,59.44,60.34,29.24%,29.24%,100.00%,1,2026
MOTHABARI,64,51.05,49.26,23.03%,20.23%,96.49%,1,2026
SUJAPUR,90.94,58.59,58.23,35.97%,35.57%,99.39%,1,2026
RATHBARI,107.4,86.38,87.41,19.58%,19.58%,100.00%,1,2026
FULBARI,67.21,66.11,66.51,1.63%,1.63%,100.00%,1,2026
MOKDAMPUR,74.58,63.51,65.14,14.85%,14.85%,100.00%,1,2026
